Designation,H Mag,Mean Mag (r Band),Number of Observations,Arc (days),LS peak / Adopted Fourier (hr),Period display,LS peak period (hr),Adopted period (hr),Adopted K,2P candidate (hr),ΔBIC(2P−P),Amplitude (Fourier),g - r,g - i,r - i,Axial Elongation,Reliability,Bootstrap top_frac,Bootstrap n_unique_winners,Bootstrap family_size,Ambiguous candidates (P_hr:frac),pipeline_version,run_id_utc,outdir,final_row_path
2025 MB72,18.439313510673053,23.1260303030303,135,2.1239167939814814,15.68 / 5.30,LS_peak=15.68 h; Adopted=5.30 h,15.684308632478633,5.296000317460317,3,10.592000634920634,4.837737982580364,0.2799408004228548,0.5406045616487773,0.7695203627971878,0.2289158011484104,1.2941252775712777,insufficient,0.305,5,8,0.111:0.305; 5.296:0.285; 10.592:0.247; 4.098:0.113; 2.049:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB72,C:\Users\vikas\Downloads\ls_outputs\2025_MB72\step14_final_summary.csv
2025 MB73,17.738405208110585,23.19114371257485,329,9.03080909722222,19.05 / 38.11,LS_peak=19.05 h; Adopted=38.11 h,19.0540147985348,38.1080295970696,2,,,0.3283721209985407,0.4512227105093949,0.5648641672555996,0.1136414567462047,1.353159056010779,insufficient,0.275,8,8,14.154:0.275; 19.054:0.253; 21.275:0.245; 38.108:0.105; 5.470:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB73,C:\Users\vikas\Downloads\ls_outputs\2025_MB73\step14_final_summary.csv
2025 MB74,18.822181057249274,23.55342857142857,76,6.013094097222222,7.26 / 7.26,LS_peak=7.26 h; Adopted=7.26 h,7.261094758909853,7.261094758909853,2,14.522189517819706,0.6055774185781502,0.3075057604061204,0.539236335301446,0.6500554609953717,0.1108191256939257,1.3274015002796784,insufficient,0.4625,6,8,7.261:0.463; 0.448:0.188; 4.365:0.155; 0.299:0.072; 0.931:0.062,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB74,C:\Users\vikas\Downloads\ls_outputs\2025_MB74\step14_final_summary.csv
2025 MB75,19.56593813937881,23.837027777777777,45,2.106840798611111,16.85 / 16.85,LS_peak=16.85 h; Adopted=16.85 h,16.85472638888889,16.85472638888889,2,,,0.6589408977029396,0.3176019118150499,0.4912906276206357,0.1736887158055857,1.834747730127463,insufficient,0.3975,4,8,5.323:0.398; 16.855:0.398; 0.581:0.155; 0.427:0.050; 0.633:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB75,C:\Users\vikas\Downloads\ls_outputs\2025_MB75\step14_final_summary.csv
2025 MB76,18.270984814275927,23.72355,72,2.128767800925926,15.72 / 15.72,LS_peak=15.72 h; Adopted=15.72 h,15.720131452991456,15.720131452991456,2,,,0.4043753811548429,0.4308149918031247,0.735650337646419,0.3048353458432942,1.451276464972767,insufficient,0.645,4,8,15.720:0.645; 0.327:0.285; 2.477:0.037; 0.767:0.033; 0.567:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB76,C:\Users\vikas\Downloads\ls_outputs\2025_MB76\step14_final_summary.csv
2025 MB77,19.62897707377386,23.87382352941176,57,4.103152395833334,0.23 / 0.46,LS_peak=0.23 h; Adopted=0.46 h,0.2296138909938793,0.4639606949352179,2,0.927921389870436,1.911767377310724,0.2202765620594795,0.4495440768842407,0.6945807912164561,0.2450367143322154,1.2249281769953912,insufficient,0.805,4,8,0.464:0.805; 1.917:0.125; 0.373:0.037; 0.684:0.033; 0.230:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB77,C:\Users\vikas\Downloads\ls_outputs\2025_MB77\step14_final_summary.csv
2025 MB78,18.266065069259295,22.570323076923074,477,12.047805902777778,44.48 / 44.48,LS_peak=44.48 h; Adopted=44.48 h,44.48420641025642,44.48420641025642,4,,,0.9701277193892804,0.4556215268081018,0.5913993817927086,0.1357778549846067,2.443717999877276,reliable,0.515,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB78,C:\Users\vikas\Downloads\ls_outputs\2025_MB78\step14_final_summary.csv
2025 MB79,19.557683101295567,23.650351851851852,205,12.028889502314817,19.57 / 21.48,LS_peak=19.57 h; Adopted=21.48 h,19.57243037664783,21.48415613436692,2,,,0.5528713644492702,0.5774853651977381,0.8306662644635345,0.2531808992657964,1.6639817001785089,insufficient,0.3625,7,8,21.484:0.362; 19.572:0.345; 104.979:0.190; 14.852:0.068; 10.742:0.022,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB79,C:\Users\vikas\Downloads\ls_outputs\2025_MB79\step14_final_summary.csv
2025 MB8,19.724213501419072,23.7024375,19,2.10654119212963,22.47 / 10.11,LS_peak=22.47 h; Adopted=10.11 h,22.469772716049384,10.111397722222222,2,,,0.5482191731371915,0.0004988494761342,0.3032953460180678,0.3027964965419336,1.656867080558276,insufficient,0.4825,4,8,0.947:0.482; 22.470:0.323; 1.830:0.113; 1.073:0.083; 10.111:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB8,C:\Users\vikas\Downloads\ls_outputs\2025_MB8\step14_final_summary.csv
2025 MB80,19.541315951691278,23.735909090909093,71,2.127798101851852,15.71 / 15.71,LS_peak=15.71 h; Adopted=15.71 h,15.712970598290598,15.712970598290598,2,,,0.483682507003768,0.4370747440844376,0.8590095524452899,0.4219348083608523,1.5612519823046076,ambiguous,0.4425,4,8,15.713:0.443; 0.259:0.305; 10.751:0.203; 5.375:0.050; 0.426:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB80,C:\Users\vikas\Downloads\ls_outputs\2025_MB80\step14_final_summary.csv
2025 MB81,18.384145216236888,22.80956983240224,402,12.035021597222222,100.47 / 62.45,LS_peak=100.47 h; Adopted=62.45 h,100.46626724637682,62.45200396396397,3,,,0.8270493813349042,0.3728505828487307,0.4135373103384872,0.0406867274897564,2.142001410779761,reliable,0.89,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB81,C:\Users\vikas\Downloads\ls_outputs\2025_MB81\step14_final_summary.csv
2025 MB82,21.71250847437178,23.82529411764706,160,12.026937199074071,3.72 / 10.84,LS_peak=3.72 h; Adopted=10.84 h,3.724470874551971,10.841182827334377,2,21.682365654668757,11.192737221958282,0.3395712477956754,0.6510519708602516,0.8552330824270662,0.2041811115668146,1.367188822439528,insufficient,0.3125,8,8,109.961:0.312; 10.841:0.310; 19.569:0.122; 2.813:0.105; 14.038:0.060,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB82,C:\Users\vikas\Downloads\ls_outputs\2025_MB82\step14_final_summary.csv
2025 MB83,19.954196806997725,22.826555555555554,56,6.095073206018518,1.59 / 1.74,LS_peak=1.59 h; Adopted=1.74 h,1.590019097222222,1.741449487433862,2,3.482898974867724,1.2211520549241897,0.2854977496536869,0.3943475857448355,0.6950561522498369,0.3007085665050013,1.3007657701103588,insufficient,0.375,4,8,1.237:0.375; 1.741:0.318; 4.302:0.182; 3.850:0.125; 2.151:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB83,C:\Users\vikas\Downloads\ls_outputs\2025_MB83\step14_final_summary.csv
2025 MB84,19.64538699899929,23.85735,85,9.030597800925928,33.34 / 12.89,LS_peak=33.34 h; Adopted=12.89 h,33.343745726495726,12.891262288310616,2,25.78252457662123,5.015650802190237,0.2310933198598914,0.4095186773646802,0.7526630642595684,0.3431443868948882,1.2371926405762632,insufficient,0.2425,8,8,12.891:0.242; 7.106:0.155; 10.169:0.128; 17.603:0.122; 1.479:0.113,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB84,C:\Users\vikas\Downloads\ls_outputs\2025_MB84\step14_final_summary.csv
2025 MB85,19.262972866550687,23.7954,43,10.018279895833334,0.26 / 0.51,LS_peak=0.26 h; Adopted=0.51 h,0.2562971005996002,0.5125942011992005,2,,,0.2830302762757165,0.4254282897409638,0.6195122644089857,0.1940839746680218,1.2978129713194415,insufficient,0.5725,6,8,0.256:0.573; 0.449:0.228; 0.696:0.110; 0.939:0.065; 0.217:0.022,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB85,C:\Users\vikas\Downloads\ls_outputs\2025_MB85\step14_final_summary.csv
2025 MB86,20.083219688798984,23.78703488372093,169,9.033306203703702,42.30 / 11.08,LS_peak=42.30 h; Adopted=11.08 h,42.302311978319786,11.082394831380904,3,22.164789662761805,7.691039954975025,0.4984946964570687,0.4565119872165688,0.7148579301246727,0.2583459429081038,1.582697362341413,insufficient,0.3025,8,8,11.082:0.302; 84.605:0.295; 42.302:0.203; 5.541:0.135; 7.557:0.025,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB86,C:\Users\vikas\Downloads\ls_outputs\2025_MB86\step14_final_summary.csv
2025 MB87,18.7127487788987,22.9875,22,10.011983599537038,0.44 / 0.83,LS_peak=0.44 h; Adopted=0.83 h,0.4422132162666462,0.8339700004820438,2,1.6679400009640877,4.612808132234573,0.4065704098578027,0.7947972636168856,0.8134106060471531,0.0186133424302674,1.4542134728801883,insufficient,0.555,3,7,0.834:0.555; 0.426:0.242; 0.666:0.203; 0.924:0.000; 1.285:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB87,C:\Users\vikas\Downloads\ls_outputs\2025_MB87\step14_final_summary.csv
2025 MB88,19.78587297245207,23.9169,28,4.106070706018519,0.99 / 1.07,LS_peak=0.99 h; Adopted=1.07 h,0.9866903323598942,1.072606225245654,2,2.145212450491308,1.2507360647355128,0.2974344578736024,0.5142064206556327,0.7582250560765331,0.2440186354209004,1.3151454390302617,insufficient,0.4625,5,8,1.073:0.463; 1.825:0.263; 5.475:0.125; 0.764:0.113; 10.950:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB88,C:\Users\vikas\Downloads\ls_outputs\2025_MB88\step14_final_summary.csv
2025 MB9,18.588990379529164,23.384517857142857,100,2.122960104166667,9.94 / 9.94,LS_peak=9.94 h; Adopted=9.94 h,9.941666829268293,9.941666829268293,2,19.883333658536586,0.8173580264893587,0.2209910551826285,0.4897897728244906,0.719219409505385,0.2294296366808943,1.225734533817228,insufficient,0.2025,7,8,4.431:0.203; 9.942:0.195; 19.883:0.155; 0.305:0.150; 8.861:0.125,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MB9,C:\Users\vikas\Downloads\ls_outputs\2025_MB9\step14_final_summary.csv
2025 MC10,17.949242894297026,22.037715596330276,277,12.044825601851851,38.54 / 3.19,LS_peak=38.54 h; Adopted=3.19 h,38.543441925925926,3.185408423630242,2,6.370816847260484,18.447677510573783,0.0776967141162496,0.464120114138641,0.5980577672006042,0.1339376530619631,1.074184015797618,insufficient,0.34,7,8,3.185:0.340; 7.342:0.215; 6.802:0.133; 14.730:0.105; 13.604:0.100,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC10,C:\Users\vikas\Downloads\ls_outputs\2025_MC10\step14_final_summary.csv
2025 MC11,18.28924145705783,23.548878787878785,287,12.046279409722224,2.84 / 3.22,LS_peak=2.84 h; Adopted=3.22 h,2.837896498977505,3.2212892014856083,2,6.4425784029712165,8.293727054367764,0.4063887342979289,0.5065360231123144,0.7182081883100508,0.2116721651977364,1.453970160606783,reliable,0.435,6,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC11,C:\Users\vikas\Downloads\ls_outputs\2025_MC11\step14_final_summary.csv
2025 MC12,18.885746997846923,22.816247706422025,238,6.020449895833333,32.11 / 64.22,LS_peak=32.11 h; Adopted=64.22 h,32.10906611111111,64.21813222222222,2,,,0.6058027300149985,0.5933905361579868,0.7793999129491134,0.1860093767911266,1.7471133892540387,reliable,0.605,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC12,C:\Users\vikas\Downloads\ls_outputs\2025_MC12\step14_final_summary.csv
2025 MC13,18.348015233790637,23.695610619469026,244,12.047350694444445,15.12 / 41.31,LS_peak=15.12 h; Adopted=41.31 h,15.1182440087146,41.30520238095238,2,82.61040476190476,1.978055694520549,0.4620871224924847,0.4710722577134625,0.6959052832818742,0.2248330255684116,1.5305053392549135,ambiguous,0.4025,7,8,82.610:0.403; 0.188:0.250; 41.305:0.158; 15.118:0.105; 30.236:0.070,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC13,C:\Users\vikas\Downloads\ls_outputs\2025_MC13\step14_final_summary.csv
2025 MC14,18.389910972283847,23.330065868263475,357,12.042323599537037,55.05 / 55.05,LS_peak=55.05 h; Adopted=55.05 h,55.05062216931216,55.05062216931216,3,110.10124433862433,6.527176283874553,0.706411154101433,0.4726139473577184,0.5877710415436823,0.1151570941859638,1.916745541120656,reliable,0.4075,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC14,C:\Users\vikas\Downloads\ls_outputs\2025_MC14\step14_final_summary.csv
2025 MC15,19.66679946060435,23.85182258064516,87,9.031286296296296,20.64 / 11.04,LS_peak=20.64 h; Adopted=11.04 h,20.64294010582011,11.044630375088468,2,22.089260750176933,0.4836042742843816,0.3262166322828468,0.4032365474286017,0.8457278936623425,0.4424913462337407,1.350475323324873,insufficient,0.295,7,8,11.045:0.295; 55.936:0.273; 0.929:0.230; 20.643:0.160; 2.288:0.028,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC15,C:\Users\vikas\Downloads\ls_outputs\2025_MC15\step14_final_summary.csv
2025 MC16,19.10893311122196,23.45720731707317,164,12.046266296296295,48.19 / 9.60,LS_peak=48.19 h; Adopted=9.60 h,48.1850651851852,9.59702543107423,3,19.19405086214846,7.756261343385972,0.8818364960097336,0.5152797869918047,0.7243891442773922,0.2091093572855875,2.2528620454139725,insufficient,0.2225,8,8,19.194:0.223; 96.370:0.198; 9.597:0.142; 16.062:0.113; 32.123:0.107,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC16,C:\Users\vikas\Downloads\ls_outputs\2025_MC16\step14_final_summary.csv
2025 MC17,18.35736343974574,23.531036231884052,271,12.047328900462963,15.02 / 15.02,LS_peak=15.02 h; Adopted=15.02 h,15.020046421356422,15.020046421356422,2,30.040092842712845,6.686131686277463,0.3155510097505219,0.4503296303619031,0.7050435923889076,0.2547139620270044,1.337274009232902,insufficient,0.3325,8,8,15.020:0.333; 81.161:0.263; 30.040:0.138; 40.580:0.098; 10.809:0.077,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC17,C:\Users\vikas\Downloads\ls_outputs\2025_MC17\step14_final_summary.csv
2025 MC18,19.864863506578807,23.33777027027027,146,6.011624594907407,1.33 / 4.52,LS_peak=1.33 h; Adopted=4.52 h,1.328230060094617,4.517541769949989,2,9.035083539899976,8.44053418573452,0.3620641184764396,0.6203520606633468,0.7900109611657875,0.1696589005024407,1.395807885125157,reliable,0.42,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC18,C:\Users\vikas\Downloads\ls_outputs\2025_MC18\step14_final_summary.csv
2025 MC19,20.166414354885948,23.23016292134831,399,12.047350694444445,9.14 / 10.28,LS_peak=9.14 h; Adopted=10.28 h,9.1426534914361,10.280405925925926,2,20.56081185185185,12.000092120740304,0.4362581052502748,0.4402474394113902,0.6471335258868578,0.2068860864754675,1.494525199271344,reliable,0.72,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC19,C:\Users\vikas\Downloads\ls_outputs\2025_MC19\step14_final_summary.csv
2025 MC20,20.491583307593054,23.662522388059703,220,12.03588570601852,40.54 / 40.54,LS_peak=40.54 h; Adopted=40.54 h,40.54193079922028,40.54193079922028,2,81.08386159844055,6.351249511833572,0.7157619972275926,0.4831417821247754,0.6775444627513885,0.194402680626613,1.9333246973360876,reliable,0.4875,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC20,C:\Users\vikas\Downloads\ls_outputs\2025_MC20\step14_final_summary.csv
2025 MC21,18.706749769590942,23.95734482758621,53,6.0215125,6.68 / 13.37,LS_peak=6.68 h; Adopted=13.37 h,6.682834682080925,13.36566936416185,2,26.7313387283237,1.198208315526898,0.3392204630226757,0.3150058603058667,0.7111636465799798,0.396157786274113,1.3667471759760248,insufficient,0.2325,7,8,1.365:0.233; 6.683:0.210; 11.561:0.175; 10.369:0.115; 0.713:0.115,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC21,C:\Users\vikas\Downloads\ls_outputs\2025_MC21\step14_final_summary.csv
2025 MC22,19.01575557887758,23.55628368794326,297,9.039769606481482,2.42 / 8.04,LS_peak=2.42 h; Adopted=8.04 h,2.424072296710118,8.035350761316874,2,16.070701522633748,10.476174714963465,0.5850110512812452,0.5365610105348111,0.6639771618313048,0.1274161512964937,1.7139747532936571,insufficient,0.2475,8,8,4.018:0.247; 8.035:0.235; 6.874:0.140; 5.399:0.138; 30.185:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC22,C:\Users\vikas\Downloads\ls_outputs\2025_MC22\step14_final_summary.csv
2025 MC23,19.05484420721767,23.69143181818182,74,2.121937696759259,15.67 / 10.58,LS_peak=15.67 h; Adopted=10.58 h,15.669693760683757,10.58213085137085,2,,,0.6943361307841679,0.3819749544791655,0.826605462318291,0.4446305078391255,1.8955465421743063,ambiguous,0.4825,4,8,10.582:0.482; 15.670:0.398; 0.235:0.083; 0.301:0.037; 5.291:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC23,C:\Users\vikas\Downloads\ls_outputs\2025_MC23\step14_final_summary.csv
2025 MC24,19.541591791086557,22.2839,39,2.1254173032407406,0.69 / 0.69,LS_peak=0.69 h; Adopted=0.69 h,0.6916612241054614,0.6916612241054614,2,1.3833224482109228,1.2740511109479795,0.2766968833687186,0.4506693079069599,0.5708972158492394,0.1202279079422794,1.2902645147779055,insufficient,0.655,4,8,0.692:0.655; 1.383:0.163; 0.757:0.150; 0.501:0.033; 0.324:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC24,C:\Users\vikas\Downloads\ls_outputs\2025_MC24\step14_final_summary.csv
2025 MC25,20.371421811996555,23.66781481481481,182,12.045824895833332,41.30 / 41.30,LS_peak=41.30 h; Adopted=41.30 h,41.299971071428565,41.299971071428565,3,82.59994214285713,4.302631225642585,0.9348705662392296,0.4008132318326076,0.5346056459191892,0.1337924140865816,2.365637666150492,insufficient,0.3325,8,8,41.300:0.333; 2.590:0.205; 82.600:0.200; 7.583:0.090; 9.288:0.068,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC25,C:\Users\vikas\Downloads\ls_outputs\2025_MC25\step14_final_summary.csv
2025 MC26,19.460950107071064,23.8695625,51,7.995451898148148,0.65 / 0.27,LS_peak=0.65 h; Adopted=0.27 h,0.6538018587923528,0.2651341562080215,4,0.530268312416043,12.559713927101882,1.161950093759479,0.3657027818691425,0.640160246440324,0.2744574645711815,2.915949762800442,insufficient,0.525,6,8,0.265:0.525; 0.834:0.237; 1.240:0.160; 0.620:0.058; 0.735:0.018,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC26,C:\Users\vikas\Downloads\ls_outputs\2025_MC26\step14_final_summary.csv
2025 MC27,18.36651369413692,23.19224615384616,319,12.047805902777778,1.22 / 11.02,LS_peak=1.22 h; Adopted=11.02 h,1.2239040917107586,11.015136825396828,2,22.030273650793657,7.132508358024381,0.1155602343933805,0.4389300125113742,0.5163904518282081,0.0774604393168338,1.11230552325837,insufficient,0.3,8,8,2.448:0.300; 0.782:0.207; 1.071:0.185; 20.471:0.102; 11.015:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC27,C:\Users\vikas\Downloads\ls_outputs\2025_MC27\step14_final_summary.csv
2025 MC28,18.222440415444595,22.88836363636364,24,2.134754201388889,8.20 / 7.01,LS_peak=8.20 h; Adopted=7.01 h,8.197456133333333,7.006372763532762,3,,,0.7898533774833572,0.7530723278410996,0.6273062191201468,-0.1257661087209527,2.069861806818506,insufficient,0.645,5,8,8.197:0.645; 3.503:0.235; 1.966:0.050; 1.277:0.037; 1.524:0.033,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC28,C:\Users\vikas\Downloads\ls_outputs\2025_MC28\step14_final_summary.csv
2025 MC29,21.168968635882106,23.834725806451612,99,6.017620208333334,15.83 / 15.83,LS_peak=15.83 h; Adopted=15.83 h,15.827165479452058,15.827165479452058,2,31.654330958904115,0.4065510544481014,0.7748566265295662,0.482154480773751,0.7613665064857891,0.279212025712038,2.041468347205087,insufficient,0.315,8,8,31.654:0.315; 52.517:0.310; 15.827:0.228; 0.508:0.080; 13.593:0.020,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC29,C:\Users\vikas\Downloads\ls_outputs\2025_MC29\step14_final_summary.csv
2025 MC30,18.507041480573736,23.34397058823529,123,4.1185815046296295,18.83 / 37.66,LS_peak=18.83 h; Adopted=37.66 h,18.827801164021164,37.65560232804233,2,,,0.3821502798757515,0.4952401445332093,0.6542603414424413,0.1590201969092319,1.421870722911146,insufficient,0.425,6,8,37.656:0.425; 18.828:0.355; 7.322:0.110; 6.759:0.055; 0.355:0.048,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC30,C:\Users\vikas\Downloads\ls_outputs\2025_MC30\step14_final_summary.csv
2025 MC31,18.73889035355465,22.710492537313435,162,12.047328900462963,5.25 / 4.30,LS_peak=5.25 h; Adopted=4.30 h,5.245095575711766,4.299418492358529,2,8.598836984717058,15.420098949114646,0.1492346308121571,0.4771823278639182,0.5921633946482814,0.1149810667843631,1.1473445375401985,ambiguous,0.545,8,8,4.299:0.545; 5.245:0.147; 13.448:0.145; 1.474:0.070; 6.724:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC31,C:\Users\vikas\Downloads\ls_outputs\2025_MC31\step14_final_summary.csv
2025 MC32,18.48005335287808,23.815,25,9.99044,1.10 / 2.20,LS_peak=1.10 h; Adopted=2.20 h,1.0986050859106529,2.1972101718213057,2,,,0.3977495693984251,0.6464390424828395,0.9238340495054976,0.2773950070226583,1.4424468770159466,insufficient,0.38,5,8,0.451:0.380; 0.993:0.247; 1.099:0.245; 9.266:0.090; 1.394:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC32,C:\Users\vikas\Downloads\ls_outputs\2025_MC32\step14_final_summary.csv
2025 MC33,19.790969878442457,22.57651127819549,270,6.018975196759259,4.74 / 9.47,LS_peak=4.74 h; Adopted=9.47 h,4.736242777777778,9.472485555555556,2,18.944971111111112,13.14466445572566,0.1840365178561133,0.6324303254030177,0.8490613863886658,0.2166310609856481,1.184716963905001,insufficient,0.3775,6,8,9.472:0.378; 5.911:0.237; 4.736:0.223; 15.831:0.110; 3.389:0.045,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC33,C:\Users\vikas\Downloads\ls_outputs\2025_MC33\step14_final_summary.csv
2025 MC34,18.27635940419885,23.01818115942029,307,12.046838993055555,4.18 / 5.08,LS_peak=4.18 h; Adopted=5.08 h,4.182627643158529,5.083501289377288,3,10.167002578754577,26.23482908167682,0.7635992630447583,0.5498516552035575,0.827276524166237,0.2774248689626795,2.0204109110612234,reliable,0.685,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC34,C:\Users\vikas\Downloads\ls_outputs\2025_MC34\step14_final_summary.csv
2025 MC35,19.03694667853024,23.765953488372087,136,6.0190725,42.80 / 42.80,LS_peak=42.80 h; Adopted=42.80 h,42.80229333333333,42.80229333333333,2,,,0.3321029134661852,0.4663121445375324,0.7540362287053064,0.2877240841677739,1.3578167611525005,ambiguous,0.6275,7,8,42.802:0.627; 0.422:0.152; 0.231:0.098; 18.945:0.055; 9.473:0.045,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC35,C:\Users\vikas\Downloads\ls_outputs\2025_MC35\step14_final_summary.csv
2025 MC36,19.57020500642229,23.677371134020618,193,6.020049004629629,42.81 / 9.47,LS_peak=42.81 h; Adopted=9.47 h,42.80923736625514,9.47417548269581,2,18.94835096539162,0.1414353034529085,0.3917345760209575,0.4563209677848654,0.7668301837065847,0.3105092159217193,1.4344777964403146,insufficient,0.235,8,8,42.809:0.235; 5.058:0.168; 6.720:0.152; 9.474:0.140; 18.948:0.135,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC36,C:\Users\vikas\Downloads\ls_outputs\2025_MC36\step14_final_summary.csv
2025 MC37,18.55209830147951,23.42532,122,12.035527592592594,2.48 / 4.96,LS_peak=2.48 h; Adopted=4.96 h,2.479421993323796,4.958843986647592,2,9.917687973295184,11.022180114307533,0.2867244115685946,0.4988709962249444,0.6744897345507681,0.1756187383258236,1.3022362023527474,insufficient,0.28,8,8,0.135:0.280; 4.959:0.250; 41.636:0.165; 20.818:0.113; 4.491:0.090,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC37,C:\Users\vikas\Downloads\ls_outputs\2025_MC37\step14_final_summary.csv
2025 MC38,18.033923599393752,23.60178125,56,2.121456400462963,19.40 / 19.40,LS_peak=19.40 h; Adopted=19.40 h,19.396172804232805,19.396172804232805,2,,,0.6796129667323545,0.4550369885990477,0.8036494552381868,0.348612466639139,1.8700154156233209,insufficient,0.68,4,8,19.396:0.680; 10.719:0.237; 0.730:0.050; 3.182:0.033; 1.062:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC38,C:\Users\vikas\Downloads\ls_outputs\2025_MC38\step14_final_summary.csv
2025 MC39,18.244982290680102,23.594176470588238,81,2.12246,9.48 / 9.48,LS_peak=9.48 h; Adopted=9.48 h,9.47703069767442,9.47703069767442,2,18.95406139534884,0.6145843083534714,0.2986922734336554,0.3950051106722547,0.641668081002301,0.2466629703300462,1.3166699059806128,insufficient,0.5325,4,8,18.954:0.532; 9.477:0.318; 0.542:0.113; 0.996:0.037; 4.382:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC39,C:\Users\vikas\Downloads\ls_outputs\2025_MC39\step14_final_summary.csv
